Location,Boolean,Year,BloomDate
Hakodate,True,1961,1961-04-30
Kutchan,False,1961,1961-05-09
Monbetsu,False,1961,1961-05-06
Hiroo,False,1961,1961-05-02
Shinjo,False,1961,1961-04-22
Aomori,True,1961,1961-04-24
Hachinohe,False,1961,1961-04-22
Akita,True,1961,1961-04-19
Morioka,True,1961,1961-04-22
Miyako,False,1961,1961-04-18
Sakata,False,1961,1961-04-16
Yamagata,True,1961,1961-04-17
Sendai,True,1961,1961-04-11
Fukushima,True,1961,1961-04-11
Shirakawa,False,1961,1961-04-13
Onahama,False,1961,1961-04-08
Wajima,False,1961,1961-04-04
Aikawa,False,1961,1961-04-11
Niigata,True,1961,1961-04-12
Kanazawa,True,1961,1961-04-06
Toyama,True,1961,1961-04-08
Nagano,True,1961,1961-04-14
Takada,False,1961,1961-04-10
Utsunomiya,True,1961,1961-04-05
Fukui,True,1961,1961-04-05
Takayama,False,1961,1961-04-15
Matsumoto,False,1961,1961-04-14
Maebashi,True,1961,1961-04-02
Kumagaya,True,1961,1961-04-03
Mito,True,1961,1961-04-06
Tsuruga,False,1961,1961-04-06
Gifu,True,1961,1961-04-02
Nagoya,True,1961,1961-03-31
Iida,False,1961,1961-04-06
Kofu,True,1961,1961-04-02
Choshi,True,1961,1961-04-01
Tsu,True,1961,1961-04-03
Hamamatsu,False,1961,1961-04-01
Shizuoka,True,1961,1961-03-31
Tokyo Japan,True,1961,1961-04-01
Owashi,False,1961,1961-03-28
Yokohama,True,1961,1961-03-31
Tateyama,False,1961,
Oshima,False,1961,
Miyakejima,False,1961,
Hachijojima,False,1961,1961-04-01
Saigo,False,1961,1961-04-03
Matsue,True,1961,1961-04-01
Yonago,False,1961,1961-04-01
Tottori,True,1961,1961-04-04
Toyooka,False,1961,1961-04-03
Maizuru,False,1961,1961-04-04
Hamada,False,1961,1961-03-30
Kyoto,True,1961,1961-03-31
Hikone,True,1961,1961-04-04
Hiroshima,True,1961,1961-03-31
Okayama,True,1961,1961-04-02
Kobe,True,1961,1961-04-01
Osaka,True,1961,1961-04-02
Sumoto,False,1961,1961-03-31
Wakayama,True,1961,1961-03-25
Shio Misaki,False,1961,
Nara,True,1961,1961-04-02
Matsuyama,True,1961,1961-03-29
Takamatsu,True,1961,1961-04-01
Uwajima,False,1961,
Kochi,True,1961,1961-03-25
Tokushima,True,1961,1961-04-02
Shimonoseki,True,1961,1961-03-29
Mikihara,False,1961,1961-03-27
Fukuoka,True,1961,1961-03-28
Saga,True,1961,1961-03-23
Oita,True,1961,1961-03-31
Fukue,False,1961,1961-03-23
Nagasaki,True,1961,1961-03-24
Kumamoto,True,1961,1961-03-24
Nobeoka,False,1961,
Kagoshima,True,1961,1961-03-28
Miyazaki,True,1961,
Yakushima,False,1961,
Tanegashima,False,1961,1961-03-30
Naze,True,1961,
Yonaguni Island,False,1961,
Ishigaki Island,True,1961,1961-01-27
Miyakojima,True,1961,
Kumejima,False,1961,
Naha,True,1961,
Nago,False,1961,
Iriomote Island,False,1961,1961-01-20
Minami Daito Island,True,1961,
Wakkanai,True,1962,1962-05-10
Rumoi,False,1962,1962-05-09
Asahikawa,True,1962,1962-05-08
Abashiri,True,1962,
Sapporo,True,1962,1962-04-30
Iwamizawa,False,1962,1962-05-03
Obihiro,True,1962,1962-05-04
Kushiro,True,1962,
Nemuro,False,1962,1962-05-15
Muroran,True,1962,1962-05-08
Urakawa,False,1962,1962-05-03
Esashi,False,1962,1962-04-29
Hakodate,True,1962,1962-05-03
Kutchan,False,1962,1962-05-08
Monbetsu,False,1962,1962-05-09
Hiroo,False,1962,1962-05-05
Shinjo,False,1962,1962-04-23
Aomori,True,1962,1962-04-25
Hachinohe,False,1962,1962-04-23
Akita,True,1962,1962-04-20
Morioka,True,1962,1962-04-22
Miyako,False,1962,1962-04-18
Sakata,False,1962,1962-04-16
Yamagata,True,1962,1962-04-16
Sendai,True,1962,1962-04-14
Fukushima,True,1962,1962-04-09
Shirakawa,False,1962,1962-04-14
Onahama,False,1962,1962-04-09
Wajima,False,1962,1962-04-10
Aikawa,False,1962,1962-04-09
Niigata,True,1962,1962-04-11
Kanazawa,True,1962,1962-04-07
Toyama,True,1962,1962-04-07
Nagano,True,1962,1962-04-15
Takada,False,1962,1962-04-08
Utsunomiya,True,1962,1962-04-07
Fukui,True,1962,1962-04-08
Takayama,False,1962,1962-04-16
Matsumoto,False,1962,1962-04-14
Maebashi,True,1962,1962-04-02
Kumagaya,True,1962,1962-04-02
Mito,True,1962,1962-04-09
Tsuruga,False,1962,1962-04-05
Gifu,True,1962,1962-04-06
Nagoya,True,1962,1962-04-03
Iida,False,1962,1962-04-11
Kofu,True,1962,1962-04-02
Choshi,True,1962,1962-04-01
Tsu,True,1962,1962-04-06
Hamamatsu,False,1962,1962-04-06
Shizuoka,True,1962,1962-04-02
Tokyo Japan,True,1962,1962-04-01
Owashi,False,1962,1962-04-02
Yokohama,True,1962,1962-03-29
Tateyama,False,1962,
Oshima,False,1962,
Miyakejima,False,1962,
Hachijojima,False,1962,1962-04-02
Saigo,False,1962,1962-04-07
Matsue,True,1962,1962-04-05
Yonago,False,1962,1962-04-05
Tottori,True,1962,1962-04-04
Toyooka,False,1962,1962-04-07
Maizuru,False,1962,1962-04-03
Hamada,False,1962,1962-03-28
Kyoto,True,1962,1962-04-02
Hikone,True,1962,1962-04-05
Hiroshima,True,1962,1962-03-30
Okayama,True,1962,1962-04-02
Kobe,True,1962,1962-04-02
Osaka,True,1962,1962-04-04
Sumoto,False,1962,1962-03-29
Wakayama,True,1962,1962-03-30
Shio Misaki,False,1962,1962-03-26
Nara,True,1962,1962-04-02
Matsuyama,True,1962,1962-04-01
Takamatsu,True,1962,1962-04-04
Uwajima,False,1962,
Kochi,True,1962,1962-03-30
Tokushima,True,1962,1962-03-30
Shimonoseki,True,1962,1962-04-02
Mikihara,False,1962,1962-04-05
Fukuoka,True,1962,1962-04-06
Saga,True,1962,1962-03-31
Oita,True,1962,1962-04-01
Fukue,False,1962,1962-03-30
Nagasaki,True,1962,1962-04-01
Kumamoto,True,1962,1962-04-02
Nobeoka,False,1962,1962-03-30
Kagoshima,True,1962,1962-04-02
Miyazaki,True,1962,
Yakushima,False,1962,
Tanegashima,False,1962,1962-03-21
Naze,True,1962,
Yonaguni Island,False,1962,
Ishigaki Island,True,1962,1962-01-26
Miyakojima,True,1962,
Kumejima,False,1962,1962-02-08
Naha,True,1962,
Nago,False,1962,
Iriomote Island,False,1962,1962-02-07
Minami Daito Island,True,1962,
Wakkanai,True,1963,1963-05-12
Rumoi,False,1963,1963-05-13
Asahikawa,True,1963,1963-05-10
Abashiri,True,1963,1963-05-13
Sapporo,True,1963,1963-05-02
Iwamizawa,False,1963,1963-05-08
Obihiro,True,1963,1963-05-07
Kushiro,True,1963,
Nemuro,False,1963,1963-05-18
Muroran,True,1963,1963-05-06
Urakawa,False,1963,1963-05-10
Esashi,False,1963,1963-04-27
Hakodate,True,1963,1963-05-03
Kutchan,False,1963,1963-05-07
Monbetsu,False,1963,1963-05-09
Hiroo,False,1963,1963-05-06
Shinjo,False,1963,1963-04-20
Aomori,True,1963,1963-04-21
Hachinohe,False,1963,1963-04-20
Akita,True,1963,1963-04-17
Morioka,True,1963,1963-04-18
Miyako,False,1963,1963-04-15
Sakata,False,1963,1963-04-15
Yamagata,True,1963,1963-04-15
Sendai,True,1963,1963-04-12
Fukushima,True,1963,1963-04-07
Shirakawa,False,1963,1963-04-14
Onahama,False,1963,1963-04-13
Wajima,False,1963,1963-04-11
Aikawa,False,1963,1963-04-12
Niigata,True,1963,1963-04-12
Kanazawa,True,1963,1963-04-10
Toyama,True,1963,1963-04-11
Nagano,True,1963,1963-04-15
Takada,False,1963,1963-04-07
Utsunomiya,True,1963,1963-04-06
Fukui,True,1963,1963-04-09
Takayama,False,1963,1963-04-17
Matsumoto,False,1963,1963-04-15
Maebashi,True,1963,1963-04-02
Kumagaya,True,1963,1963-04-04
Mito,True,1963,1963-04-06
Tsuruga,False,1963,1963-04-06
Gifu,True,1963,1963-04-04
Nagoya,True,1963,1963-04-02
Iida,False,1963,1963-04-07
Kofu,True,1963,1963-04-02
Choshi,True,1963,1963-04-04
Tsu,True,1963,1963-04-06
Hamamatsu,False,1963,1963-03-31
Shizuoka,True,1963,1963-03-30
Tokyo Japan,True,1963,1963-04-01
Owashi,False,1963,1963-04-01
Yokohama,True,1963,1963-04-01
Tateyama,False,1963,
Oshima,False,1963,1963-04-01
Miyakejima,False,1963,
Hachijojima,False,1963,1963-04-01
Saigo,False,1963,1963-04-09
Matsue,True,1963,1963-04-10
Yonago,False,1963,1963-04-05
Tottori,True,1963,1963-04-06
Toyooka,False,1963,1963-04-08
Maizuru,False,1963,1963-04-03
Hamada,False,1963,1963-04-04
Kyoto,True,1963,1963-04-04
Hikone,True,1963,1963-04-05
Hiroshima,True,1963,1963-04-02
Okayama,True,1963,1963-04-05
Kobe,True,1963,1963-04-04
Osaka,True,1963,1963-04-02
Sumoto,False,1963,1963-04-03
Wakayama,True,1963,1963-04-02
Shio Misaki,False,1963,1963-03-30
Nara,True,1963,1963-04-04
Matsuyama,True,1963,1963-04-01
Takamatsu,True,1963,1963-04-04
Uwajima,False,1963,
Kochi,True,1963,1963-03-27
Tokushima,True,1963,1963-04-01
Shimonoseki,True,1963,1963-04-05
Mikihara,False,1963,1963-04-01
Fukuoka,True,1963,1963-04-03
Saga,True,1963,1963-03-30
Oita,True,1963,1963-04-02
Fukue,False,1963,1963-04-02
Nagasaki,True,1963,1963-03-31
Kumamoto,True,1963,1963-04-01
Nobeoka,False,1963,1963-03-28
Kagoshima,True,1963,1963-04-01
Miyazaki,True,1963,
Yakushima,False,1963,
Tanegashima,False,1963,
Naze,True,1963,
Yonaguni Island,False,1963,
Ishigaki Island,True,1963,1963-01-30
Miyakojima,True,1963,
Kumejima,False,1963,1963-02-15
Naha,True,1963,
Nago,False,1963,
Iriomote Island,False,1963,1963-01-10
Minami Daito Island,True,1963,
Wakkanai,True,1964,1964-05-16
Rumoi,False,1964,1964-05-08
Asahikawa,True,1964,1964-05-12
Abashiri,True,1964,
Sapporo,True,1964,1964-05-04
Iwamizawa,False,1964,1964-05-07
Obihiro,True,1964,1964-05-08
Kushiro,True,1964,
Nemuro,False,1964,1964-05-22
Muroran,True,1964,1964-05-07
Urakawa,False,1964,1964-05-11
Esashi,False,1964,1964-05-05
Hakodate,True,1964,1964-05-05
Kutchan,False,1964,1964-05-09
Monbetsu,False,1964,1964-05-13
Hiroo,False,1964,1964-05-11
Shinjo,False,1964,1964-04-17
Aomori,True,1964,1964-04-29
Hachinohe,False,1964,1964-04-27
Akita,True,1964,1964-04-18
Morioka,True,1964,1964-04-18
Miyako,False,1964,1964-04-20
Sakata,False,1964,1964-04-15
Yamagata,True,1964,1964-04-14
Sendai,True,1964,1964-04-11
Fukushima,True,1964,1964-04-11
Shirakawa,False,1964,1964-04-13
Onahama,False,1964,1964-04-10
Wajima,False,1964,1964-04-12
Aikawa,False,1964,1964-04-14
Niigata,True,1964,1964-04-11
Kanazawa,True,1964,1964-04-06
Toyama,True,1964,1964-04-11
Nagano,True,1964,1964-04-13
Takada,False,1964,1964-04-07
Utsunomiya,True,1964,1964-04-06
Fukui,True,1964,1964-04-06
Takayama,False,1964,1964-04-12
Matsumoto,False,1964,1964-04-13
Maebashi,True,1964,1964-04-05
Kumagaya,True,1964,1964-04-04
Mito,True,1964,1964-04-06
Tsuruga,False,1964,1964-04-05
Gifu,True,1964,1964-04-04
Nagoya,True,1964,1964-04-02
Iida,False,1964,1964-04-09
Kofu,True,1964,1964-04-03
Choshi,True,1964,1964-04-03
Tsu,True,1964,1964-04-05
Hamamatsu,False,1964,1964-04-02
Shizuoka,True,1964,1964-04-01
Tokyo Japan,True,1964,1964-04-02
Owashi,False,1964,1964-04-03
Yokohama,True,1964,1964-04-04
Tateyama,False,1964,
Oshima,False,1964,1964-04-03
Miyakejima,False,1964,
Hachijojima,False,1964,1964-04-05
Saigo,False,1964,1964-04-07
Matsue,True,1964,1964-04-05
Yonago,False,1964,1964-04-03
Tottori,True,1964,1964-04-05
Toyooka,False,1964,1964-04-04
Maizuru,False,1964,1964-04-05
Hamada,False,1964,1964-04-01
Kyoto,True,1964,1964-04-05
Hikone,True,1964,1964-04-06
Hiroshima,True,1964,1964-04-02
Okayama,True,1964,1964-04-03
Kobe,True,1964,1964-04-04
Osaka,True,1964,1964-04-03
Sumoto,False,1964,1964-04-03
Wakayama,True,1964,1964-03-31
Shio Misaki,False,1964,1964-04-03
Nara,True,1964,1964-04-04
Matsuyama,True,1964,1964-04-02
Takamatsu,True,1964,1964-04-03
Uwajima,False,1964,
Kochi,True,1964,1964-03-30
Tokushima,True,1964,1964-04-01
Shimonoseki,True,1964,1964-04-01
Mikihara,False,1964,1964-04-01
Fukuoka,True,1964,1964-04-01
Saga,True,1964,1964-03-31
Oita,True,1964,1964-04-01
Fukue,False,1964,1964-03-31
Nagasaki,True,1964,1964-03-30
Kumamoto,True,1964,1964-03-29
Nobeoka,False,1964,1964-03-21
Kagoshima,True,1964,1964-03-29
Miyazaki,True,1964,
Yakushima,False,1964,
Tanegashima,False,1964,
Naze,True,1964,
Yonaguni Island,False,1964,
Ishigaki Island,True,1964,1964-02-20
Miyakojima,True,1964,
Kumejima,False,1964,1964-01-27
Naha,True,1964,
Nago,False,1964,
Iriomote Island,False,1964,1964-02-05
Minami Daito Island,True,1964,
Wakkanai,True,1965,1965-05-18
Rumoi,False,1965,1965-05-18
Asahikawa,True,1965,1965-05-15
Abashiri,True,1965,1965-05-17
Sapporo,True,1965,1965-05-13
Iwamizawa,False,1965,1965-05-16
Obihiro,True,1965,1965-05-15
Kushiro,True,1965,
Nemuro,False,1965,1965-05-21
Muroran,True,1965,1965-05-16
Urakawa,False,1965,1965-05-18
Esashi,False,1965,1965-05-13
Hakodate,True,1965,1965-05-14
Kutchan,False,1965,1965-05-20
Monbetsu,False,1965,1965-05-18
Hiroo,False,1965,1965-05-17
Shinjo,False,1965,1965-05-06
Aomori,True,1965,1965-05-03
Hachinohe,False,1965,1965-05-06
Akita,True,1965,1965-04-30
Morioka,True,1965,1965-05-04
Miyako,False,1965,1965-04-30
Sakata,False,1965,1965-04-25
Yamagata,True,1965,1965-04-26
Sendai,True,1965,1965-04-20
Fukushima,True,1965,1965-04-18
Shirakawa,False,1965,1965-04-25
Onahama,False,1965,1965-04-15
Wajima,False,1965,1965-04-18
Aikawa,False,1965,1965-04-19
Niigata,True,1965,1965-04-19
Kanazawa,True,1965,1965-04-13
Toyama,True,1965,1965-04-16
Nagano,True,1965,1965-04-24
Takada,False,1965,1965-04-16
Utsunomiya,True,1965,1965-04-11
Fukui,True,1965,1965-04-16
Takayama,False,1965,1965-04-25
Matsumoto,False,1965,1965-04-25
Maebashi,True,1965,1965-04-08
Kumagaya,True,1965,1965-04-06
Mito,True,1965,1965-04-12
Tsuruga,False,1965,1965-04-15
Gifu,True,1965,1965-04-09
Nagoya,True,1965,1965-04-08
Iida,False,1965,1965-04-16
Kofu,True,1965,1965-04-07
Choshi,True,1965,1965-04-13
Tsu,True,1965,1965-04-12
Hamamatsu,False,1965,1965-04-07
Shizuoka,True,1965,1965-04-01
Tokyo Japan,True,1965,1965-04-02
Owashi,False,1965,1965-04-07
Yokohama,True,1965,1965-04-03
Tateyama,False,1965,
Oshima,False,1965,1965-04-06
Miyakejima,False,1965,1965-03-28
Hachijojima,False,1965,1965-04-07
Saigo,False,1965,1965-04-12
Matsue,True,1965,1965-04-12
Yonago,False,1965,1965-04-13
Tottori,True,1965,1965-04-12
Toyooka,False,1965,1965-04-14
Maizuru,False,1965,1965-04-13
Hamada,False,1965,1965-04-01
Kyoto,True,1965,1965-04-09
Hikone,True,1965,1965-04-15
Hiroshima,True,1965,1965-04-02
Okayama,True,1965,1965-04-08
Kobe,True,1965,1965-04-08
Osaka,True,1965,1965-04-10
Sumoto,False,1965,1965-04-05
Wakayama,True,1965,1965-03-31
Shio Misaki,False,1965,1965-04-06
Nara,True,1965,1965-04-12
Matsuyama,True,1965,1965-04-03
Takamatsu,True,1965,1965-04-05
Uwajima,False,1965,
Kochi,True,1965,1965-03-30
Tokushima,True,1965,1965-03-31
Shimonoseki,True,1965,1965-04-05
Mikihara,False,1965,1965-04-03
Fukuoka,True,1965,1965-03-30
Saga,True,1965,1965-03-30
Oita,True,1965,1965-03-30
Fukue,False,1965,1965-04-02
Nagasaki,True,1965,1965-03-28
Kumamoto,True,1965,1965-03-30
Nobeoka,False,1965,1965-03-25
Kagoshima,True,1965,1965-03-25
Miyazaki,True,1965,
Yakushima,False,1965,
Tanegashima,False,1965,1965-04-01
Naze,True,1965,
Yonaguni Island,False,1965,
Ishigaki Island,True,1965,1965-01-20
Miyakojima,True,1965,
Kumejima,False,1965,1965-01-27
Naha,True,1965,
Nago,False,1965,
Iriomote Island,False,1965,1965-01-25
Minami Daito Island,True,1965,
Wakkanai,True,1966,
Rumoi,False,1966,1966-05-16
Asahikawa,True,1966,1966-05-14
Abashiri,True,1966,1966-05-18
Sapporo,True,1966,1966-05-03
Iwamizawa,False,1966,1966-05-12
Obihiro,True,1966,1966-05-13
Kushiro,True,1966,
Nemuro,False,1966,1966-05-20
Muroran,True,1966,1966-05-16
Urakawa,False,1966,1966-05-11
Esashi,False,1966,1966-05-04
Hakodate,True,1966,1966-05-07
Kutchan,False,1966,1966-05-17
Monbetsu,False,1966,1966-05-19
Hiroo,False,1966,1966-05-15
Shinjo,False,1966,1966-04-22
Aomori,True,1966,1966-04-28
Hachinohe,False,1966,1966-04-26
Akita,True,1966,1966-04-21
Morioka,True,1966,1966-04-23
Miyako,False,1966,1966-04-17
Sakata,False,1966,1966-04-15
Yamagata,True,1966,1966-04-15
Sendai,True,1966,1966-04-11
Fukushima,True,1966,1966-04-06
Shirakawa,False,1966,1966-04-13
Onahama,False,1966,1966-04-01
Wajima,False,1966,1966-04-09
Aikawa,False,1966,1966-04-12
Niigata,True,1966,1966-04-10
Kanazawa,True,1966,1966-04-04
Toyama,True,1966,1966-04-07
Nagano,True,1966,1966-04-14
Takada,False,1966,1966-04-10
Utsunomiya,True,1966,1966-03-30
Fukui,True,1966,1966-04-03
Takayama,False,1966,1966-04-16
Matsumoto,False,1966,1966-04-14
Maebashi,True,1966,1966-03-25
Kumagaya,True,1966,1966-03-27
Mito,True,1966,1966-04-01
Tsuruga,False,1966,1966-03-29
Gifu,True,1966,1966-03-27
Nagoya,True,1966,1966-03-24
Iida,False,1966,1966-04-05
Kofu,True,1966,1966-03-26
Choshi,True,1966,1966-03-23
Tsu,True,1966,1966-03-26
Hamamatsu,False,1966,1966-03-22
Shizuoka,True,1966,1966-03-19
Tokyo Japan,True,1966,1966-03-20
Owashi,False,1966,1966-03-22
Yokohama,True,1966,1966-03-19
Tateyama,False,1966,
Oshima,False,1966,1966-03-17
Miyakejima,False,1966,1966-03-17
Hachijojima,False,1966,1966-03-28
Saigo,False,1966,1966-03-30
Matsue,True,1966,1966-03-28
Yonago,False,1966,1966-03-29
Tottori,True,1966,1966-03-29
Toyooka,False,1966,1966-04-01
Maizuru,False,1966,1966-04-02
Hamada,False,1966,1966-03-20
Kyoto,True,1966,1966-03-27
Hikone,True,1966,1966-04-05
Hiroshima,True,1966,1966-03-26
Okayama,True,1966,1966-03-26
Kobe,True,1966,1966-03-25
Osaka,True,1966,1966-03-23
Sumoto,False,1966,1966-03-19
Wakayama,True,1966,1966-03-18
Shio Misaki,False,1966,1966-03-21
Nara,True,1966,1966-03-26
Matsuyama,True,1966,1966-03-24
Takamatsu,True,1966,1966-03-26
Uwajima,False,1966,
Kochi,True,1966,1966-03-17
Tokushima,True,1966,1966-03-18
Shimonoseki,True,1966,1966-03-26
Mikihara,False,1966,1966-03-24
Fukuoka,True,1966,1966-03-20
Saga,True,1966,1966-03-23
Oita,True,1966,1966-03-24
Fukue,False,1966,1966-03-24
Nagasaki,True,1966,1966-03-22
Kumamoto,True,1966,1966-03-18
Nobeoka,False,1966,1966-03-19
Kagoshima,True,1966,1966-03-22
Miyazaki,True,1966,
Yakushima,False,1966,
Tanegashima,False,1966,1966-03-20
Naze,True,1966,
Yonaguni Island,False,1966,
Ishigaki Island,True,1966,1966-01-14
Miyakojima,True,1966,
Kumejima,False,1966,1966-02-01
Naha,True,1966,
Nago,False,1966,
Iriomote Island,False,1966,1966-01-27
Minami Daito Island,True,1966,
Wakkanai,True,1967,
Rumoi,False,1967,1967-05-11
Asahikawa,True,1967,1967-05-05
Abashiri,True,1967,1967-05-10
Sapporo,True,1967,1967-05-01
Iwamizawa,False,1967,1967-05-05
Obihiro,True,1967,1967-05-03
Kushiro,True,1967,
Nemuro,False,1967,1967-05-14
Muroran,True,1967,1967-05-04
Urakawa,False,1967,1967-05-06
Esashi,False,1967,1967-05-01
Hakodate,True,1967,1967-05-03
Kutchan,False,1967,1967-05-09
Monbetsu,False,1967,1967-05-06
Hiroo,False,1967,1967-05-02
Shinjo,False,1967,1967-04-23
Aomori,True,1967,1967-04-27
Hachinohe,False,1967,1967-04-26
Akita,True,1967,1967-04-22
Morioka,True,1967,1967-04-26
Miyako,False,1967,1967-04-20
Sakata,False,1967,1967-04-16
Yamagata,True,1967,1967-04-18
Sendai,True,1967,1967-04-11
Fukushima,True,1967,1967-04-10
Shirakawa,False,1967,1967-04-12
Onahama,False,1967,1967-04-03
Wajima,False,1967,1967-04-08
Aikawa,False,1967,1967-04-10
Niigata,True,1967,1967-04-11
Kanazawa,True,1967,1967-04-05
Toyama,True,1967,1967-04-06
Nagano,True,1967,1967-04-13
Takada,False,1967,1967-04-07
Utsunomiya,True,1967,1967-04-04
Fukui,True,1967,1967-04-03
Takayama,False,1967,1967-04-13
Matsumoto,False,1967,1967-04-12
Maebashi,True,1967,1967-03-31
Kumagaya,True,1967,1967-04-01
Mito,True,1967,1967-04-02
Tsuruga,False,1967,1967-04-02
Gifu,True,1967,1967-03-30
Nagoya,True,1967,1967-03-29
Iida,False,1967,1967-04-08
Kofu,True,1967,1967-04-01
Choshi,True,1967,1967-04-01
Tsu,True,1967,1967-03-30
Hamamatsu,False,1967,1967-03-28
Shizuoka,True,1967,1967-03-28
Tokyo Japan,True,1967,1967-03-30
Owashi,False,1967,1967-03-27
Yokohama,True,1967,1967-03-30
Tateyama,False,1967,
Oshima,False,1967,1967-03-31
Miyakejima,False,1967,1967-03-25
Hachijojima,False,1967,1967-03-28
Saigo,False,1967,1967-04-01
Matsue,True,1967,1967-03-31
Yonago,False,1967,1967-04-01
Tottori,True,1967,1967-03-31
Toyooka,False,1967,1967-04-03
Maizuru,False,1967,1967-04-02
Hamada,False,1967,1967-03-26
Kyoto,True,1967,1967-04-01
Hikone,True,1967,1967-04-03
Hiroshima,True,1967,1967-03-29
Okayama,True,1967,1967-03-31
Kobe,True,1967,1967-03-31
Osaka,True,1967,1967-03-30
Sumoto,False,1967,1967-03-27
Wakayama,True,1967,1967-03-26
Shio Misaki,False,1967,1967-03-27
Nara,True,1967,1967-04-01
Matsuyama,True,1967,1967-03-28
Takamatsu,True,1967,1967-03-31
Uwajima,False,1967,1967-03-25
Kochi,True,1967,1967-03-20
Tokushima,True,1967,1967-03-26
Shimonoseki,True,1967,1967-03-30
Mikihara,False,1967,1967-03-31
Fukuoka,True,1967,1967-03-28
Saga,True,1967,1967-03-27
Oita,True,1967,1967-03-27
Fukue,False,1967,1967-03-29
Nagasaki,True,1967,1967-03-27
Kumamoto,True,1967,1967-03-27
Nobeoka,False,1967,1967-03-18
Kagoshima,True,1967,1967-03-27
Miyazaki,True,1967,
Yakushima,False,1967,
Tanegashima,False,1967,1967-03-22
Naze,True,1967,
Yonaguni Island,False,1967,
Ishigaki Island,True,1967,1967-01-20
Miyakojima,True,1967,
Kumejima,False,1967,
Naha,True,1967,
Nago,False,1967,
Iriomote Island,False,1967,
Minami Daito Island,True,1967,
Wakkanai,True,1968,
Rumoi,False,1968,1968-05-08
Asahikawa,True,1968,1968-05-02
Abashiri,True,1968,1968-05-06
Sapporo,True,1968,1968-04-26
Iwamizawa,False,1968,1968-05-03
Obihiro,True,1968,1968-05-02
Kushiro,True,1968,
Nemuro,False,1968,1968-05-22
Muroran,True,1968,1968-05-05
Urakawa,False,1968,1968-05-10
Esashi,False,1968,1968-04-27
Hakodate,True,1968,1968-05-02
Kutchan,False,1968,1968-05-10
Monbetsu,False,1968,1968-05-07
Hiroo,False,1968,1968-05-02
Shinjo,False,1968,1968-04-21
Aomori,True,1968,1968-04-24
Hachinohe,False,1968,1968-04-22
Akita,True,1968,1968-04-17
Morioka,True,1968,1968-04-17
Miyako,False,1968,1968-04-16
Sakata,False,1968,1968-04-13
Yamagata,True,1968,1968-04-14
Sendai,True,1968,1968-04-10
Fukushima,True,1968,1968-04-06
Shirakawa,False,1968,1968-04-14
Onahama,False,1968,1968-04-07
Wajima,False,1968,1968-04-10
Aikawa,False,1968,1968-04-10
Niigata,True,1968,1968-04-12
Kanazawa,True,1968,1968-04-07
Toyama,True,1968,1968-04-08
Nagano,True,1968,1968-04-14
Takada,False,1968,1968-04-12
Utsunomiya,True,1968,1968-04-04
Fukui,True,1968,1968-04-06
Takayama,False,1968,1968-04-16
Matsumoto,False,1968,1968-04-14
Maebashi,True,1968,1968-04-02
Kumagaya,True,1968,1968-04-02
Mito,True,1968,1968-04-04
Tsuruga,False,1968,1968-04-07
Gifu,True,1968,1968-04-04
Nagoya,True,1968,1968-04-02
Iida,False,1968,1968-04-09
Kofu,True,1968,1968-04-03
Choshi,True,1968,1968-03-31
Tsu,True,1968,1968-04-04
Hamamatsu,False,1968,1968-03-31
Shizuoka,True,1968,1968-03-29
Tokyo Japan,True,1968,1968-03-29
Owashi,False,1968,1968-03-30
Yokohama,True,1968,1968-03-29
Tateyama,False,1968,
Oshima,False,1968,1968-03-29
Miyakejima,False,1968,1968-03-28
Hachijojima,False,1968,1968-03-25
Saigo,False,1968,1968-04-07
Matsue,True,1968,1968-04-05
Yonago,False,1968,1968-04-04
Tottori,True,1968,1968-04-04
Toyooka,False,1968,1968-04-06
Maizuru,False,1968,1968-04-06
Hamada,False,1968,1968-04-02
Kyoto,True,1968,1968-04-02
